cst_id,cst_key,cst_firstname,cst_lastname,cst_marital_status,cst_gndr,cst_create_date
'19961','AW00019961','Kristin','She','M','F','46027'
'19962','AW00019962','Dominic','Prasad','M','M','46027'
'19963','AW00019963','Geoffrey','Fernandez','M','M','46027'
'19964','AW00019964','Gloria','Alonso','S','F','46027'
'19965','AW00019965','Jay','Lopez','M','M','46027'
'19966','AW00019966','Abby','Sanchez','M','F','46027'
'19967','AW00019967','Devon','Deng','S','M','46027'
'19968','AW00019968','Katrina','Chande','M','F','46027'
'19969','AW00019969','Jake','Guo','S','M','46027'
'19970','AW00019970','Tanya','Jimenez','S','F','46027'
'19971','AW00019971','Jeffery','Lu','S','M','46027'
'19972','AW00019972','Lindsay','Chander','M','F','46027'
'19973','AW00019973','Colin','Zhu','M','M','46027'
'19974','AW00019974','George','Fernandez','M','M','46027'
'19975','AW00019975','Brittney','Zhang','S','F','46027'
'19976','AW00019976','Tamara','Sun','M','F','46027'
'19977','AW00019977','Kristine','Gill','S','F','46027'
'19978','AW00019978','Marshall','Yuan','M','M','46027'
'19979','AW00019979','Janet','Browning','M','F','46027'
'19980','AW00019980','Alexandra','Carter','M','F','46027'
'19981','AW00019981','Kelly','Russell','M','F','46027'
'19982','AW00019982','Charles','Cox','S','M','46027'
'19983','AW00019983','Michael','Martinez','M','M','46027'
'19984','AW00019984','Sara','Morris','M','F','46027'
'19985','AW00019985','Tamara','Ma','S','F','46027'
'19986','AW00019986','Jamie','Huang','S','F','46027'
'19987','AW00019987','Taylor','Moore','S','F','46027'
'19988','AW00019988','Jordan','Long','M','M','46027'
'19989','AW00019989','Ethan','Thompson','M','M','46027'
'19990','AW00019990','Peter','Rai','M','M','46027'
'19991','AW00019991','Jacob','Thomas','M','M','46027'
'19992','AW00019992','Stephanie','Hill','M','F','46027'
'19993','AW00019993','Nathan','Russell','M','M','46027'
'19994','AW00019994','Madeline','King','S','F','46027'
'19995','AW00019995','Jordyn','Gonzales','M','F','46027'
'19996','AW00019996','Grant','She','S','M','46027'
'19997','AW00019997','Beth','Gill','M','F','46027'
'19998','AW00019998','Laura','Liu','S','F','46027'
'19999','AW00019999','Danielle','Brooks','S','F','46027'
'20000','AW00020000','Elijah','Diaz','M','M','46027'
'20001','AW00020001','Jordan','Hill','S','F','46027'
'20002','AW00020002','Elizabeth','White','M','F','46027'
'20003','AW00020003','Dalton','Gonzalez','S','M','46027'
'20004','AW00020004','Kaitlin','Perez','M','F','46027'
'20005','AW00020005','Kevin','Zhang','S','M','46027'
'20006','AW00020006','Grace','Morris','S','F','46027'
'20007','AW00020007','Ashley','Alexander','S','F','46027'
'20008','AW00020008','Jack','Foster','M','M','46027'
'20009','AW00020009','Noah','Walker','S','M','46027'
'20010','AW00020010','Jackson','Carter','M','M','46027'
'20011','AW00020011','Eduardo','Sanders','M','M','46027'
'20012','AW00020012','Jessica','Robinson','M','F','46027'
'20013','AW00020013','Jocelyn','Hughes','S','F','46027'
'20014','AW00020014','Anne','Blanco','M','F','46027'
'20015','AW00020015','Jenna','King','M','F','46027'
'20016','AW00020016','Katherine','Kelly','S','F','46027'
'20017','AW00020017','Anna','Sanders','S','F','46027'
'20018','AW00020018','Lauren','Gray','M','F','46027'
'20019','AW00020019','Brittany','Diaz','M','F','46027'
'20020','AW00020020','Jacqueline','Foster','S','F','46027'
'20021','AW00020021','Alexander','Jones','M','M','46027'
'20022','AW00020022','Arthur','Perry','M','F','46027'
'20023','AW00020023','Edward','Hughes','S','M','46027'
'20024','AW00020024','Fernando','Miller','S','M','46027'
'20025','AW00020025','Bryce','Bell','S','M','46027'
'20026','AW00020026','Jasmine','Richardson','S','F','46027'
'20027','AW00020027','Danielle','Murphy','M','F','46027'
'20028','AW00020028','Angela','Flores','S','F','46027'
'20029','AW00020029','Jan','Evans','M','F','46027'
'20030','AW00020030','Alexander','Harris','M','M','46027'
'20031','AW00020031','Devin','James','S','M','46027'
'20032','AW00020032','Marcus','Walker','S','M','46027'
'20033','AW00020033','Carlos','Turner','M','M','46027'
'20034','AW00020034','Wyatt','Turner','S','M','46027'
'20035','AW00020035','Cesar','Fernandez','M','M','46027'
'20036','AW00020036','Kate','Tang','M','F','46027'
'20037','AW00020037','Alyssa','Sanchez','S','F','46027'
'20038','AW00020038','Taylor','Price','S','F','46027'
'20039','AW00020039','Stephanie','Evans','S','F','46027'
'20040','AW00020040','Victoria','Rivera','S','F','46027'
'20041','AW00020041','Joe','Alvarez','S','M','46027'
'20042','AW00020042','Brad','Deng','M','M','46027'
'20043','AW00020043','Brent','Zheng','S','M','46027'
'20044','AW00020044','Jillian','Rana','S','F','46027'
'20045','AW00020045','Andres','Shen','M','M','46027'
'20046','AW00020046','Peter','She','M','M','46027'
'20047','AW00020047','Ronnie','Huang','M','M','46027'
'20048','AW00020048','Virginia','Srini','S','F','46027'
'20049','AW00020049','Colleen','Chavez','S','F','46027'
'20050','AW00020050','Adriana','Prasad','S','F','46027'
'20051','AW00020051','Linda','Dominguez','S','F','46027'
'20052','AW00020052','Theodore','Ruiz','S','M','46027'
'20053','AW00020053','Jessie','Yang','S','M','46027'
'20054','AW00020054','Clarence','Nara','S','M','46027'
'20055','AW00020055','Ruben','Ruiz','S','M','46027'
'20056','AW00020056','Johnny','She','S','M','46027'
'20057','AW00020057','Ramon','Zhou','S','M','46027'
'20058','AW00020058','Roger','Liu','S','M','46027'
'20059','AW00020059','Madison','Washington','M','F','46027'
'20060','AW00020060','Kayla','Jackson','S','F','46027'
'20061','AW00020061','Sharon','Nath','S','F','46027'
'20062','AW00020062','Russell','Carson','S','M','46027'
'20063','AW00020063','Kristy','Ortega','S','F','46027'
'20064','AW00020064','Whitney','Prasad','S','F','46027'
'20065','AW00020065','Grant','Lal','M','M','46027'
'20066','AW00020066','Marcus','White','S','M','46027'
'20067','AW00020067','Destiny','Thompson','S','F','46027'
'20068','AW00020068','Alexandria','Peterson','S','F','46027'
'20069','AW00020069','Jessica','Smith','S','F','46027'
'20070','AW00020070','Richard','Morris','M','M','46027'
'20071','AW00020071','Sean','Campbell','M','M','46027'
'20072','AW00020072','Kaitlyn','Martinez','M','F','46027'
'20073','AW00020073','Melissa','Cooper','M','F','46027'
'20074','AW00020074','Preston','Madan','S','M','46027'
'20075','AW00020075','Aaron','Allen','S','M','46027'
'20076','AW00020076','Beth','Vazquez','S','F','46027'
'20077','AW00020077','Aidan','Coleman','M','M','46027'
'20078','AW00020078','Jose','Lee','M','M','46027'
'20079','AW00020079','Alexandra','Taylor','M','F','46027'
'20080','AW00020080','Maria','Stewart','M','F','46027'
'20081','AW00020081','Jerry','Xie','M','M','46027'
'20082','AW00020082','Caroline','Henderson','S','F','46027'
'20083','AW00020083','Terry','Kumar','M','M','46027'
'20084','AW00020084','Alex','Stewart','M','M','46027'
'20085','AW00020085','Jessica','Moore','M','F','46027'
'20086','AW00020086','Jeremiah','Hayes','M','M','46027'
'20087','AW00020087','Seth','Gray','M','M','46027'
'20088','AW00020088','Jose','Lewis','M','M','46027'
'20089','AW00020089','Luis','Powell','M','M','46027'
'20090','AW00020090','Blake','Edwards','M','M','46027'
'20091','AW00020091','Andrea','Parker','M','F','46027'
'20092','AW00020092','Ethan','Sharma','M','M','46027'
'20093','AW00020093','Megan','Clark','M','F','46027'
'20094','AW00020094','Lindsey','Chande','M','F','46027'
'20095','AW00020095','Ana','Flores','M','F','46027'
'20096','AW00020096','Jonathan','Lal','M','M','46027'
'20097','AW00020097','Brittany','Griffin','M','F','46027'
'20098','AW00020098','Alexis','Lewis','M','F','46027'
'20099','AW00020099','Devon','Xie','M','M','46027'
'20100','AW00020100','Jesse','Watson','S','M','46027'
'20101','AW00020101','Devin','Hayes','M','M','46027'
'20102','AW00020102','Arianna','Jenkins','M','F','46027'
'20103','AW00020103','William','Robinson','M','M','46027'
'20104','AW00020104','Louis','Xu','M','M','46027'
'20105','AW00020105','Alexis','Taylor','M','F','46027'
'20106','AW00020106','Amber','Hall','M','F','46027'
'20107','AW00020107','Danielle','Morris','M','F','46027'
'20108','AW00020108','Glenn','Gao','M','M','46027'
'20109','AW00020109','Katelyn','Stewart','S','F','46027'
'20110','AW00020110','Austin','Perry','M','M','46027'
'20111','AW00020111','Brittney','Zhu','M','F','46027'
'20112','AW00020112','Shelby','James','S','F','46027'
'20113','AW00020113','Christina','Murphy','M','F','46027'
'20114','AW00020114','Joseph','Thompson','M','M','46027'
'20115','AW00020115','Megan','Jones','M','F','46027'
'20116','AW00020116','Hannah','Bryant','M','F','46027'
'20117','AW00020117','Brandon','Jenkins','M','M','46027'
'20118','AW00020118','Jacqueline','Henderson','M','F','46027'
'20119','AW00020119','Carlos','Hernandez','M','M','46027'
'20120','AW00020120','Fernando','Hughes','S','M','46027'
'20121','AW00020121','Dylan','Butler','M','M','46027'
'20122','AW00020122','Jeremy','Bailey','M','M','46027'
'20123','AW00020123','Aaron','Gonzalez','M','M','46027'
'20124','AW00020124','Natalie','Coleman','M','F','46027'
'20125','AW00020125','Natalie','Clark','M','F','46027'
'20126','AW00020126','Seth','Carter','M','M','46027'
'20127','AW00020127','Carlos','Sanders','M','M','46027'
'20128','AW00020128','Ian','Miller','M','M','46027'
'20129','AW00020129','Nicole','Stewart','S','F','46027'
'20130','AW00020130','Jordan','Nelson','M','M','46027'
'20131','AW00020131','Carolyn','Gutierrez','M','F','46027'
'20132','AW00020132','Jenny','Shen','M','F','46027'
'20133','AW00020133','Jorge','Li','M','M','46027'
'20134','AW00020134','Franklin','Zhao','M','M','46027'
'20135','AW00020135','Grace','Price','M','F','46027'
'20136','AW00020136','Bonnie','Kennedy','M','F','46027'
'20137','AW00020137','Jarrod','Fernandez','M','M','46027'
'20138','AW00020138','Kendra','Moreno','M','F','46027'
'20139','AW00020139','Connor','Wright','M','M','46027'
'20140','AW00020140','Joe','Navarro','M','M','46027'
'20141','AW00020141','Angelica','Flores','M','F','46027'
'20142','AW00020142','Lydia','Lopez','M','F','46027'
'20143','AW00020143','Jimmy','Suarez','M','M','46027'
'20144','AW00020144','Roger','Lin','M','M','46027'
'20145','AW00020145','Fernando','Lee','M','M','46027'
'20146','AW00020146','Mackenzie','Hall','M','F','46027'
'20147','AW00020147','Tabitha','Ramos','M','F','46027'
'20148','AW00020148','Terry','Nath','M','M','46027'
'20149','AW00020149','Heidi','Arun','M','F','46027'
'20150','AW00020150','Gary','Rubio','M','M','46027'
'20151','AW00020151','Jamie','Guo','M','F','46027'
'20152','AW00020152','Rafael','She','M','M','46027'
'20153','AW00020153','Diane','Sanz','M','F','46027'
'20154','AW00020154','Raul','Luo','S','M','46027'
'20155','AW00020155','Jay','Fernandez','M','M','46027'
'20156','AW00020156','Jay','Madan','S','M','46027'
'20157','AW00020157','Riley','Reed','M','F','46027'
'20158','AW00020158','Rodney','Blanco','S','M','46027'
'20159','AW00020159','Ernest','Zhu','M','M','46027'
'20160','AW00020160','George','Garcia','S','M','46027'
'20161','AW00020161','Albert','Sanz','S','M','46027'
'20162','AW00020162','Kelsey','Nath','M','F','46027'
'20163','AW00020163','Krystal','Zhang','M','F','46027'
'20164','AW00020164','Carol Ann','Rockne','M','M','46027'
'20165','AW00020165','Kristina','Mehta','M','F','46027'
'20166','AW00020166','Monique','Gutierrez','S','F','46027'
'20167','AW00020167','Joe','Serrano','S','M','46027'
'20168','AW00020168','Jessie','Serrano','M','F','46027'
'20169','AW00020169','Garrett','Gray','S','M','46027'
'20170','AW00020170','Jerome','Martin','M','M','46027'
'20171','AW00020171','Bailey','King','M','F','46027'
'20172','AW00020172','Kelli','Gao','S','F','46027'
'20173','AW00020173','Dennis','Zhao','M','M','46027'
'20174','AW00020174','Douglas','Gonzalez','M','M','46027'
'20175','AW00020175','Alisha','Lu','S','F','46027'
'20176','AW00020176','Antonio','Alexander','S','M','46027'
'20177','AW00020177','Kelvin','Li','S','M','46027'
'20178','AW00020178','Deborah','Anand','S','F','46027'
'20179','AW00020179','Denise','Patel','S','F','46027'
'20180','AW00020180','Amanda','Sanders','M','F','46027'
'20181','AW00020181','Catherine','Brooks','M','F','46027'
'20182','AW00020182','Isabelle','Price','M','F','46027'
'20183','AW00020183','Sophia','Allen','M','F','46027'
'20184','AW00020184','Jessica','Richardson','M','F','46027'
'20185','AW00020185','Xavier','Cooper','S','M','46027'
'20186','AW00020186','Connor','Li','M','M','46027'
'20187','AW00020187','Robert','King','M','M','46027'
'20188','AW00020188','Kimberly','Watson','M','F','46027'
'20189','AW00020189','Grace','Hall','S','F','46027'
'20190','AW00020190','Angela','Reed','S','F','46027'
'20191','AW00020191','Chad','Rai','S','M','46027'
'20192','AW00020192','Amber','Campbell','S','F','46027'
'20193','AW00020193','Alyssa','Gray','S','F','46027'
'20194','AW00020194','Connor','Campbell','M','M','46027'
'20195','AW00020195','Blake','Wilson','M','M','46027'
'20196','AW00020196','Cameron','Perry','M','M','46027'
'20197','AW00020197','Olivia','Johnson','M','F','46027'
'20198','AW00020198','Sierra','Evans','S','F','46027'
'20199','AW00020199','Hailey','Cook','M','F','46027'
'20200','AW00020200','Noah','Gonzales','M','M','46027'
'20201','AW00020201','Chloe','Harris','M','F','46027'
'20202','AW00020202','Alexandra','Jones','M','F','46027'
'20203','AW00020203','Roy','Blanco','M','M','46027'
'20204','AW00020204','Renee','Carlson','M','F','46027'
'20205','AW00020205','Bryce','Cox','S','M','46027'
'20206','AW00020206','Olivia','Murphy','M','F','46027'
'20207','AW00020207','Angel','Bailey','M','M','46027'
'20208','AW00020208','Austin','Hayes','M','M','46027'
'20209','AW00020209','Andrea','Turner','M','F','46027'
'20210','AW00020210','Stephanie','Powell','M','F','46027'
'20211','AW00020211','Scott','Rodgers','M','M','46027'
'20212','AW00020212','Krista','Alonso','M','F','46027'
'20213','AW00020213','Gina','Dominguez','S','F','46027'
'20214','AW00020214','Trisha','Liu','S','F','46027'
'20215','AW00020215','Ioannis','Xylaras','S','F','46027'
'20216','AW00020216','Shawn','Chander','M','M','46027'
'20217','AW00020217','Valerie','Wang','M','F','46027'
'20218','AW00020218','Drew','Xie','M','M','46027'
'20219','AW00020219','Colleen','Harrison','M','F','46027'
'20220','AW00020220','Wendy','Carlson','S','F','46027'
'20221','AW00020221','Kaylee','Sanders','M','F','46027'
'20222','AW00020222','Melissa','Morgan','M','F','46027'
'20223','AW00020223','Terrance','Malhotra','M','M','46027'
'20224','AW00020224','Lawrence','Gill','M','M','46027'
'20225','AW00020225','Sharon','Rai','S','F','46027'
'20226','AW00020226','Valerie','She','M','F','46027'
'20227','AW00020227','Louis','Zhang','M','M','46027'
'20228','AW00020228','Raymond','Arthur','M','M','46027'
'20229','AW00020229','Austin','Walker','M','M','46027'
'20230','AW00020230','Gary','Munoz','M','M','46027'
'20231','AW00020231','Kelvin','Zhou','S','M','46027'
'20232','AW00020232','Franklin','Chande','M','M','46027'
'20233','AW00020233','Jenny','Raje','S','F','46027'
'20234','AW00020234','Gerald','Mehta','S','M','46027'
'20235','AW00020235','Kenneth','Deng','S','M','46027'
'20236','AW00020236','Cesar','Chandra','S','M','46027'
'20237','AW00020237','Hunter','Yang','M','M','46027'
'20238','AW00020238','Anna','Watson','S','F','46027'
'20239','AW00020239','Jill','Ortega','M','F','46027'
'20240','AW00020240','Beth','Rubio','M','F','46027'
'20241','AW00020241','Cesar','Mehta','M','M','46027'
'20242','AW00020242','Christopher','Thomas','M','M','46027'
'20243','AW00020243','Tamara','Ye','S','F','46027'
'20244','AW00020244','Dawn','Raji','S','F','46027'
'20245','AW00020245','Darren','Malhotra','S','M','46027'
'20246','AW00020246','Mindy','Xu','M','F','46027'
'20247','AW00020247','Kristina','Lopez','S','F','46027'
'20248','AW00020248','Gina','Suarez','M','F','46027'
'20249','AW00020249','Tasha','Kumar','S','F','46027'
'20250','AW00020250','Charles','Garcia','M','M','46027'
'20251','AW00020251','Luis','Li','M','M','46027'
'20252','AW00020252','Darrell','Raje','M','M','46027'
'20253','AW00020253','Veronica','Kapoor','S','F','46027'
'20254','AW00020254','Dana','Gutierrez','S','F','46027'
'20255','AW00020255','Stephanie','Russell','M','F','46027'
'20256','AW00020256','Javier','Serrano','S','M','46027'
'20257','AW00020257','Roy','Carlson','S','M','46027'
'20258','AW00020258','Katelyn','Ward','S','F','46027'
'20259','AW00020259','Jenny','Andersen','S','F','46027'
'20260','AW00020260','Ethan','Martinez','S','M','46027'
'20261','AW00020261','Mariah','Rivera','M','F','46027'
'20262','AW00020262','Brett','Prasad','M','M','46027'
'20263','AW00020263','Steve','Zhou','S','M','46027'
'20264','AW00020264','Jay','Carlson','S','M','46027'
'20265','AW00020265','Clarence','Guo','M','M','46027'
'20266','AW00020266','Summer','Gonzalez','M','F','46027'
'20267','AW00020267','Monica','Garcia','M','F','46027'
'20268','AW00020268','Jorge','He','M','M','46027'
'20269','AW00020269','Hunter','Foster','M','M','46027'
'20270','AW00020270','Kevin','Phillips','M','M','46027'
'20271','AW00020271','Barry','Fernandez','S','M','46027'
'20272','AW00020272','Seth','James','S','M','46027'
'20273','AW00020273','Katherine','Martin','S','F','46027'
'20274','AW00020274','Brent','Wang','M','M','46027'
'20275','AW00020275','Angela','Kelly','M','F','46027'
'20276','AW00020276','Haley','Sanchez','S','F','46027'
'20277','AW00020277','Mary','Hall','M','F','46027'
'20278','AW00020278','Alisha','Oliver','M','F','46027'
'20279','AW00020279','Trevor','Henderson','S','M','46027'
'20280','AW00020280','Joshua','Harris','S','M','46027'
'20281','AW00020281','Karl','Xie','S','M','46027'
'20282','AW00020282','Trisha','Xu','S','F','46027'
'20283','AW00020283','Katie','Shen','M','F','46027'
'20284','AW00020284','Deanna','Ashe','S','F','46027'
'20285','AW00020285','Aaron','Alexander','M','M','46027'
'20286','AW00020286','Stacey','Wu','S','F','46027'
'20287','AW00020287','Destiny','Simmons','S','F','46027'
'20288','AW00020288','Jeremiah','Edwards','S','M','46027'
'20289','AW00020289','Jada','Richardson','S','F','46027'
'20290','AW00020290','Austin','Simmons','S','M','46027'
'20291','AW00020291','Alexis','Walker','S','F','46027'
'20292','AW00020292','Katherine','Ross','S','F','46027'
'20293','AW00020293','Rachel','Jackson','S','F','46027'
'20294','AW00020294','Julia','Davis','S','F','46027'
'20295','AW00020295','Christopher','Brown','M','M','46027'
'20296','AW00020296','Morgan','Diaz','S','F','46027'
'20297','AW00020297','Valerie','Wu','S','F','46027'
'20298','AW00020298','Edgar','Arun','S','M','46027'
'20299','AW00020299','Megan','Cook','M','F','46027'
'20300','AW00020300','Xavier','Garcia','S','M','46027'
'20301','AW00020301','Gloria','Bradley','M','F','46027'
'20302','AW00020302','Tasha','Andersen','S','F','46027'
'20303','AW00020303','Bryce','Morgan','M','M','46027'
'20304','AW00020304','Jesse','Edwards','S','M','46027'
'20305','AW00020305','Caleb','Ross','S','M','46027'
'20306','AW00020306','Mary','Baker','S','F','46027'
'20307','AW00020307','Natalie','Blue','S','F','46027'
'20308','AW00020308','Pieter','Uittenbogaard','M','F','46027'
'20309','AW00020309','Cristina','Sharma','M','F','46027'
'20310','AW00020310','Timothy','Ramirez','S','M','46027'
'20311','AW00020311','Cole','Bell','M','M','46027'
'20312','AW00020312','Ryan','Lewis','M','M','46027'
'20313','AW00020313','Oscar','Bennett','S','M','46027'
'20314','AW00020314','Russell','Deng','M','M','46027'
'20315','AW00020315','Devin','Ramirez','S','M','46027'
'20316','AW00020316','Suzanne','Zhang','S','F','46027'
'20317','AW00020317','Alex','Green','M','M','46027'
'20318','AW00020318','Amanda','Turner','M','F','46027'
'20319','AW00020319','Dylan','Alexander','M','M','46027'
'20320','AW00020320','Mindy','Nath','M','F','46027'
'20321','AW00020321','Colleen','Chen','M','F','46027'
'20322','AW00020322','Rachel','Wood','S','F','46027'
'20323','AW00020323','Justin','Coleman','S','M','46027'
'20324','AW00020324','Ashley','Rodriguez','M','F','46027'
'20325','AW00020325','Charles','Williams','S','M','46027'
'20326','AW00020326','Paige','Blue','M','F','46027'
'20327','AW00020327','Sophia','Perez','M','F','46027'
'20328','AW00020328','Sierra','Carter','M','F','46027'
'20329','AW00020329','Jose','Yang','M','M','46027'
'20330','AW00020330','Nathan','Thomas','M','M','46027'
'20331','AW00020331','Jeremy','Cox','M','M','46027'
'20332','AW00020332','Danny','Navarro','M','M','46027'
'20333','AW00020333','Abigail','Gonzales','S','F','46027'
'20334','AW00020334','Jeremiah','Mitchell','M','M','46027'
'20335','AW00020335','Adam','Gonzales','S','M','46027'
'20336','AW00020336','Ian','Young','M','M','46027'
'20337','AW00020337','Xavier','Hall','M','M','46027'
'20338','AW00020338','Anna','James','S','F','46027'
'20339','AW00020339','Kaitlyn','Hughes','M','F','46027'
'20340','AW00020340','Makayla','Kelly','M','F','46027'
'20341','AW00020341','Tyler','Smith','M','M','46027'
'20342','AW00020342','Aimee','Lu','M','F','46027'
'20343','AW00020343','Sierra','Hill','M','F','46027'
'20344','AW00020344','Ashlee','Anand','M','F','46027'
'20345','AW00020345','Regina','Martinez','S','F','46027'
'20346','AW00020346','Angelica','Washington','S','F','46027'
'20347','AW00020347','Savannah','Roberts','M','F','46027'
'20348','AW00020348','Chloe','Evans','S','F','46027'
'20349','AW00020349','Nicole','Harris','M','F','46027'
'20350','AW00020350','Isabella','Campbell','M','F','46027'
'20351','AW00020351','Maria','Gonzalez','M','F','46027'
'20352','AW00020352','Melissa','Foster','M','F','46027'
'20353','AW00020353','Allison','Phillips','S','F','46027'
'20354','AW00020354','Austin','Williams','M','M','46027'
'20355','AW00020355','Melanie','Gray','S','F','46027'
'20356','AW00020356','Louis','Lu','M','M','46027'
'20357','AW00020357','Julian','Price','M','F','46027'
'20358','AW00020358','Brian','Murphy','M','M','46027'
'20359','AW00020359','Rachel','Blue','M','F','46027'
'20360','AW00020360','Brianna','Russell','M','F','46027'
'20361','AW00020361','Jonathon','Moreno','M','M','46027'
'20362','AW00020362','Seth','Gonzalez','M','M','46027'
'20363','AW00020363','Alexander','Brown','S','M','46027'
'20364','AW00020364','Anna','Jackson','M','F','46027'
'20365','AW00020365','Isaac','Scott','M','M','46027'
'20366','AW00020366','Marcus','Powell','M','M','46027'
'20367','AW00020367','Jessica','Anderson','M','F','46027'
'20368','AW00020368','Thomas','Jackson','S','M','46027'
'20369','AW00020369','Trevor','Barnes','S','M','46027'
'20370','AW00020370','Blake','Young','M','M','46027'
'20371','AW00020371','Grace','Bryant','M','F','46027'
'20372','AW00020372','Kaitlyn','Edwards','M','F','46027'
'20373','AW00020373','Morgan','Williams','M','F','46027'
'20374','AW00020374','Fernando','Adams','M','M','46027'
'20375','AW00020375','Olivia','Perry','S','F','46027'
'20376','AW00020376','Destiny','Lewis','S','F','46027'
'20377','AW00020377','Brian','Reed','M','M','46027'
'20378','AW00020378','Nathan','Jai','M','M','46027'
'20379','AW00020379','Brittney','Chen','S','F','46027'
'20380','AW00020380','Catherine','Reed','M','F','46027'
'20381','AW00020381','Blake','Bennett','M','M','46027'
'20382','AW00020382','Jack','Hernandez','M','M','46027'
'20383','AW00020383','Richard','Hernandez','S','M','46027'
'20384','AW00020384','Luis','Gonzalez','M','M','46027'
'20385','AW00020385','Jason','Patterson','M','M','46027'
'20386','AW00020386','Anna','Russell','M','F','46027'
'20387','AW00020387','Jordan','Adams','M','M','46027'
'20388','AW00020388','Natasha','Gill','M','F','46027'
'20389','AW00020389','Lee','Romero','M','M','46027'
'20390','AW00020390','Ross','Ramos','S','M','46027'
'20391','AW00020391','Meghan','Serrano','M','F','46027'
'20392','AW00020392','Destiny','Ramirez','M','F','46027'
'20393','AW00020393','Kaitlyn','White','S','F','46027'
'20394','AW00020394','Emma','Butler','M','F','46027'
'20395','AW00020395','Katherine','Rogers','S','F','46027'
'20396','AW00020396','Jason','Simmons','S','M','46027'
'20397','AW00020397','Isaiah','Gray','M','M','46027'
'20398','AW00020398','Jordan','Collins','S','F','46027'
'20399','AW00020399','Benjamin','Rodriguez','M','M','46027'
'20400','AW00020400','Sydney','Henderson','M','F','46027'
'20401','AW00020401','Hannah','Jenkins','M','F','46027'
'20402','AW00020402','Vincent','Liang','M','M','46027'
'20403','AW00020403','Mitchell','Lal','M','M','46027'
'20404','AW00020404','Jorge','Yang','S','M','46027'
'20405','AW00020405','Isaiah','Campbell','S','M','46027'
'20406','AW00020406','Felicia','Munoz','M','F','46027'
'20407','AW00020407','Kristopher','Vance','M','M','46027'
'20408','AW00020408','Isaac','Morgan','S','M','46027'
'20409','AW00020409','Sophia','Young','S','F','46027'
'20410','AW00020410','Richard','Jackson','M','M','46027'
'20411','AW00020411','Cole','James','M','M','46027'
'20412','AW00020412','David','Jackson','M','M','46027'
'20413','AW00020413','Taylor','Powell','M','F','46027'
'20414','AW00020414','Amanda','Bailey','M','F','46027'
'20415','AW00020415','Evelyn','Sai','M','F','46027'
'20416','AW00020416','Dale','Goel','S','M','46027'
'20417','AW00020417','Bruce','Vazquez','M','M','46027'
'20418','AW00020418','Joe','Vazquez','M','M','46027'
'20419','AW00020419','Billy','Romero','M','M','46027'
'20420','AW00020420','Evelyn','Mehta','M','F','46027'
'20421','AW00020421','Victoria','Alexander','S','F','46027'
'20422','AW00020422','Maria','Brooks','S','F','46027'
'20423','AW00020423','Alicia','Goel','S','F','46027'
'20424','AW00020424','Marie','Romero','M','F','46027'
'20425','AW00020425','Sabrina','Torres','M','F','46027'
'20426','AW00020426','Johnathan','Perez','M','M','46027'
'20427','AW00020427','Mario','Raje','S','M','46027'
'20428','AW00020428','Brent','Ma','M','M','46027'
'20429','AW00020429','Curtis','Gao','M','M','46027'
'20430','AW00020430','Maurice','Ashe','M','M','46027'
'20431','AW00020431','Corey','Raje','S','M','46027'
'20432','AW00020432','Juan','Sanders','S','M','46027'
'20433','AW00020433','Chloe','Taylor','M','F','46027'
'20434','AW00020434','Nathan','Sharma','S','M','46027'
'20435','AW00020435','Natalie','Green','M','F','46027'
'20436','AW00020436','Anna','Barnes','S','F','46027'
'20437','AW00020437','Gabriella','Howard','S','F','46027'
'20438','AW00020438','Robert','Scott','S','M','46027'
'20439','AW00020439','Chloe','Rogers','M','F','46027'
'20440','AW00020440','Alexandra','Hughes','S','F','46027'
'20441','AW00020441','Abigail','Henderson','M','F','46027'
'20442','AW00020442','Jorge','Chen','M','M','46027'
'20443','AW00020443','Adrian','Cox','S','M','46027'
'20444','AW00020444','Cara','Zeng','S','F','46027'
'20445','AW00020445','Barbara','Deng','M','F','46027'
'20446','AW00020446','Clayton','Rai','M','M','46027'
'20447','AW00020447','Jodi','Goel','S','F','46027'
'20448','AW00020448','Jésus','Blanco','M','M','46027'
'20449','AW00020449','Rachel','Walker','S','F','46027'
'20450','AW00020450','Edwin','Tang','S','M','46027'
'20451','AW00020451','Kelli','Anand','S','F','46027'
'20452','AW00020452','Kelli','Xie','S','F','46027'
'20453','AW00020453','Bryant','Arun','M','M','46027'
'20454','AW00020454','Fernando','Martinez','S','M','46027'
'20455','AW00020455','Bruce','Blanco','M','M','46027'
'20456','AW00020456','Alfredo','Ramos','S','M','46027'
'20457','AW00020457','Alexandra','Morris','M','F','46027'
'20458','AW00020458','Erick','Subram','M','M','46027'
'20459','AW00020459','Maria','Barnes','M','F','46027'
'20460','AW00020460','Wesley','Zeng','M','M','46027'
'20461','AW00020461','Mackenzie','Nelson','S','F','46027'
'20462','AW00020462','Haley','Mitchell','S','F','46027'
'20463','AW00020463','Jasmine','Bryant','M','F','46027'
'20464','AW00020464','Amy','Lu','M','F','46027'
'20465','AW00020465','Isabel','Henderson','M','F','46027'
'20466','AW00020466','Benjamin','Jai','M','M','46027'
'20467','AW00020467','Gabrielle','Bennett','M','F','46027'
'20468','AW00020468','Olivia','Richardson','M','F','46027'
'20469','AW00020469','Manuel','Suri','M','M','46027'
'20470','AW00020470','Melissa','Gonzales','S','F','46027'
